"x","y","z","class"
-0.381369739770889,"7.45033025741577",6.37432289123535,"driving"
-0.381369739770889,"7.39584875106812",6.42880392074585,"driving"
-0.381369739770889,"7.3822283744812",6.21087837219238,"driving"
-0.381369739770889,"7.3822283744812",6.29260063171387,"driving"
-0.490332514047623,"7.3822283744812",6.29260063171387,"driving"
-0.490332514047623,"7.3822283744812",6.23811912536621,"driving"
-0.381369739770889,"7.32774686813354",6.34708213806152,"driving"
-0.381369739770889,"7.25964546203613",6.29260063171387,"driving"
-0.435851126909256,"7.32774686813354",6.34708213806152,"driving"
-0.435851126909256,"7.3822283744812",6.45604467391968,"driving"
-0.381369739770889,"7.3822283744812",6.34708213806152,"driving"
-0.313268005847931,"7.3822283744812",6.34708213806152,"driving"
-0.381369739770889,"7.43670988082886",6.34708213806152,"driving"
-0.490332514047623,"7.43670988082886",6.29260063171387,"driving"
-0.558434247970581,"7.3822283744812",6.40156364440918,"driving"
-0.490332514047623,"7.43670988082886",6.40156364440918,"driving"
-0.435851126909256,"7.43670988082886",6.34708213806152,"driving"
-0.381369739770889,"7.3822283744812",6.40156364440918,"driving"
-0.381369739770889,"7.3822283744812",6.29260063171387,"driving"
-0.490332514047623,"7.3822283744812",6.29260063171387,"driving"
-0.490332514047623,"7.43670988082886",6.34708213806152,"driving"
-0.435851126909256,"7.43670988082886",6.29260063171387,"driving"
-0.435851126909256,"7.36860799789429",6.23811912536621,"driving"
-0.435851126909256,"7.43670988082886",6.29260063171387,"driving"
-0.435851126909256,"7.3822283744812",6.40156364440918,"driving"
-0.435851126909256,"7.3822283744812",6.45604467391968,"driving"
-0.435851126909256,"7.49119138717651",6.34708213806152,"driving"
-0.490332514047623,"7.43670988082886",6.34708213806152,"driving"
-0.490332514047623,"7.3822283744812",6.45604467391968,"driving"
-0.435851126909256,"7.3822283744812",6.34708213806152,"driving"
-0.381369739770889,"7.3822283744812",6.34708213806152,"driving"
-0.381369739770889,"7.3822283744812",6.34708213806152,"driving"
-0.381369739770889,"7.3822283744812",6.29260063171387,"driving"
-0.313268005847931,"7.32774686813354",6.29260063171387,"driving"
-0.381369739770889,"7.32774686813354",6.23811912536621,"driving"
-0.435851126909256,"7.3822283744812",6.29260063171387,"driving"
-0.435851126909256,"7.3822283744812",6.40156364440918,"driving"
-0.381369739770889,"7.3822283744812",6.34708213806152,"driving"
-0.435851126909256,"7.43670988082886",6.45604467391968,"driving"
-0.435851126909256,"7.49119138717651",6.40156364440918,"driving"
-0.435851126909256,"7.43670988082886",6.34708213806152,"driving"
-0.435851126909256,"7.43670988082886",6.40156364440918,"driving"
-0.490332514047623,"7.49119138717651",6.34708213806152,"driving"
-0.490332514047623,"7.43670988082886",6.40156364440918,"driving"
-0.435851126909256,"7.3822283744812",6.34708213806152,"driving"
-0.435851126909256,"7.3822283744812",6.23811912536621,"driving"
-0.381369739770889,"7.3822283744812",6.29260063171387,"driving"
-0.381369739770889,"7.3822283744812",6.23811912536621,"driving"
-0.435851126909256,"7.3822283744812",6.29260063171387,"driving"
-0.435851126909256,"7.3822283744812",6.40156364440918,"driving"
-0.435851126909256,"7.3822283744812",6.34708213806152,"driving"
-0.490332514047623,"7.3822283744812",6.34708213806152,"driving"
-0.490332514047623,"7.43670988082886",6.29260063171387,"driving"
-0.435851126909256,"7.43670988082886",6.23811912536621,"driving"
-0.435851126909256,"7.3822283744812",6.34708213806152,"driving"
-0.490332514047623,"7.43670988082886",6.34708213806152,"driving"
-0.490332514047623,"7.49119138717651",6.34708213806152,"driving"
-0.381369739770889,"7.43670988082886",6.40156364440918,"driving"
-0.381369739770889,"7.3822283744812",6.29260063171387,"driving"
-0.435851126909256,"7.32774686813354",6.29260063171387,"driving"
-0.435851126909256,"7.3822283744812",6.29260063171387,"driving"
-0.435851126909256,"7.43670988082886",6.23811912536621,"driving"
