"user","timestamp","x","y","z","class"
"24c9","2000-01-01T12:00:00",-2.60148644447327,-9.42528057098389,1.52547895908356,"walk"
"24c9","2000-01-01T12:00:00",-2.60148644447327,-9.35717868804932,1.47099757194519,"walk"
"24c9","2000-01-01T12:00:00",-2.90113401412964,-9.35717868804932,1.19859063625336,"walk"
"24c9","2000-01-01T12:00:00",-2.79217123985291,-9.30269718170166,1.30755341053009,"walk"
"24c9","2000-01-01T12:00:00",-2.42442178726196,-9.42528057098389,1.36203479766846,"walk"
"24c9","2000-01-01T12:00:00",-2.47890329360962,-9.35717868804932,1.52547895908356,"walk"
"24c9","2000-01-01T12:00:00",-2.47890329360962,-9.35717868804932,1.47099757194519,"walk"
"24c9","2000-01-01T12:00:00",-2.79217123985291,-9.47976207733154,1.29393303394318,"walk"
"24c9","2000-01-01T12:00:00",-2.72406959533691,-9.47976207733154,1.29393303394318,"walk"
"24c9","2000-01-01T12:00:00",-2.60148644447327,-9.39803981781006,1.36203479766846,"walk"
"24c9","2000-01-01T12:00:00",-2.72406959533691,-9.27545642852783,1.14410924911499,"walk"
"24c9","2000-01-01T12:00:00",-2.96923589706421,-9.32993793487549,1.14410924911499,"walk"
"24c9","2000-01-01T12:00:00",-2.66958808898926,-9.5342435836792,1.11686849594116,"walk"
"24c9","2000-01-01T12:00:00",-2.47890329360962,-9.5342435836792,1.40289580821991,"walk"
"24c9","2000-01-01T12:00:00",-2.72406959533691,-9.248215675354,1.18497025966644,"walk"
"24c9","2000-01-01T12:00:01",-3.33698511123657,-9.248215675354,1.00790572166443,"walk"
"24c9","2000-01-01T12:00:01",-3.14630031585693,-9.18011474609375,0.980665028095245,"walk"
"24c9","2000-01-01T12:00:01",-2.79217123985291,-9.68406677246094,1.02152609825134,"walk"
"24c9","2000-01-01T12:00:01",-3.21440196037292,-9.58872509002686,0.953424334526062,"walk"
"24c9","2000-01-01T12:00:01",-3.0373375415802,-9.35717868804932,1.0623871088028,"walk"
"24c9","2000-01-01T12:00:01",-1.87960803508759,-9.64320659637451,1.40289580821991,"walk"
"24c9","2000-01-01T12:00:01",-1.45737719535828,-9.47976207733154,1.56633996963501,"walk"
"24c9","2000-01-01T12:00:01",-2.30183887481689,-9.248215675354,0.953424334526062,"walk"
"24c9","2000-01-01T12:00:01",-2.36994051933289,-9.27545642852783,0.803600490093231,"walk"
"24c9","2000-01-01T12:00:01",-1.389275431633,-9.56148433685303,0.245166257023811,"walk"
"24c9","2000-01-01T12:00:01",-1.75702488422394,-9.11201286315918,0.204305216670036,"walk"
"24c9","2000-01-01T12:00:01",-2.07029294967651,-9.01667022705078,0.299647659063339,"walk"
"24c9","2000-01-01T12:00:01",-1.63444173336029,-9.35717868804932,0.681017398834229,"walk"
"24c9","2000-01-01T12:00:01",-1.51185858249664,-9.68406677246094,0.640156328678131,"walk"
"24c9","2000-01-01T12:00:01",-1.6480621099472,-10.4468069076538,1.0623871088028,"walk"
"24c9","2000-01-01T12:00:02",-2.24735736846924,-11.0461015701294,-0.190684869885445,"walk"
"24c9","2000-01-01T12:00:02",-1.26669228076935,-10.6511116027832,1.63444173336029,"walk"
"24c9","2000-01-01T12:00:02",-3.21440196037292,-5.50262069702148,0.749119102954865,"walk"
"24c9","2000-01-01T12:00:02",-3.70473456382751,-2.90113401412964,0.340508699417114,"walk"
"24c9","2000-01-01T12:00:02",-2.54700493812561,-2.3835608959198,-1.8115062713623,"walk"
"24c9","2000-01-01T12:00:02",1.75702488422394,-17.651969909668,-10.6374912261963,"walk"
"24c9","2000-01-01T12:00:02",-0.967044711112976,-11.5909156799316,-6.53776693344116,"walk"
"24c9","2000-01-01T12:00:02",-7.81807947158813,-6.67397022247314,-0.313268005847931,"walk"
"24c9","2000-01-01T12:00:02",-5.69330549240112,-4.50833511352539,2.73768997192383,"walk"
"24c9","2000-01-01T12:00:02",1.82512664794922,-11.0188617706299,2.50614404678345,"walk"
"24c9","2000-01-01T12:00:02",-2.42442178726196,-8.90770721435547,1.34841442108154,"walk"
"24c9","2000-01-01T12:00:02",-0.490332514047623,-9.16649436950684,0.585674941539764,"walk"
"24c9","2000-01-01T12:00:02",-1.75702488422394,-8.25393104553223,-0.245166257023811,"walk"
"24c9","2000-01-01T12:00:02",-2.00219106674194,-8.56719875335693,0.122583128511906,"walk"
"24c9","2000-01-01T12:00:02",-1.26669228076935,-11.536434173584,-0.708258092403412,"walk"
"24c9","2000-01-01T12:00:03",2.17925572395325,-13.6475887298584,-1.37565517425537,"walk"
"24c9","2000-01-01T12:00:03",-0.245166257023811,-12.70778465271,-2.80579161643982,"walk"
"24c9","2000-01-01T12:00:03",-4.18144655227661,-15.8540849685669,1.85236728191376,"walk"
"24c9","2000-01-01T12:00:03",-8.90770721435547,-15.8813257217407,-0.653776705265045,"walk"
"24c9","2000-01-01T12:00:03",-0.299647659063339,-8.88046646118164,2.41080164909363,"walk"
"24c9","2000-01-01T12:00:03",-3.39146661758423,-3.55491065979004,2.80579161643982,"walk"
"24c9","2000-01-01T12:00:03",-5.39365768432617,-1.26669228076935,1.36203479766846,"walk"
"24c9","2000-01-01T12:00:03",-2.00219106674194,-9.35717868804932,-8.92132759094238,"walk"
"24c9","2000-01-01T12:00:03",0.054481390863657,-18.5645332336426,-12.5852012634277,"walk"
"24c9","2000-01-01T12:00:03",-5.76140689849854,-9.64320659637451,-2.47890329360962,"walk"
"24c9","2000-01-01T12:00:03",-6.9736180305481,-6.04743432998657,-0.313268005847931,"walk"
"24c9","2000-01-01T12:00:03",-4.24954843521118,-8.33565235137939,9.16649436950684,"walk"
"24c9","2000-01-01T12:00:03",1.70254349708557,-10.2833623886108,-1.03514647483826,"walk"
"24c9","2000-01-01T12:00:03",-0.299647659063339,-8.62168025970459,0.626536011695862,"walk"
"24c9","2000-01-01T12:00:03",-0.367749392986298,-8.90770721435547,-0.708258092403412,"walk"
"24c9","2000-01-01T12:00:04",-1.82512664794922,-8.56719875335693,0.681017398834229,"walk"
"24c9","2000-01-01T12:00:04",-3.14630031585693,-9.39803981781006,0.0817220881581306,"walk"
"24c9","2000-01-01T12:00:04",3.14630031585693,-13.8791341781616,-1.26669228076935,"walk"
"24c9","2000-01-01T12:00:04",0.667397022247314,-13.4569034576416,-1.68892312049866,"walk"
"24c9","2000-01-01T12:00:04",-5.14849138259888,-15.0777244567871,0.789980173110962,"walk"
"24c9","2000-01-01T12:00:04",-1.87960803508759,-4.48109436035156,2.35632014274597,"walk"
"24c9","2000-01-01T12:00:04",-4.79436254501343,-2.98285603523254,2.02943181991577,"walk"
"24c9","2000-01-01T12:00:04",-2.36994051933289,-1.62082135677338,-1.52547895908356,"walk"
"24c9","2000-01-01T12:00:04",0.422230780124664,-8.39013385772705,-8.41737461090088,"walk"
"24c9","2000-01-01T12:00:04",-0.490332514047623,-13.1436357498169,-8.97580909729004,"walk"
"24c9","2000-01-01T12:00:04",-6.7284517288208,-8.96218872070312,-2.31545901298523,"walk"
"24c9","2000-01-01T12:00:04",-6.42880392074585,-4.61729764938354,2.50614404678345,"walk"
"24c9","2000-01-01T12:00:04",1.70254349708557,-11.536434173584,0.789980173110962,"walk"
"24c9","2000-01-01T12:00:04",-2.24735736846924,-8.67616176605225,1.40289580821991,"walk"
"24c9","2000-01-01T12:00:04",-1.93408942222595,-8.30841255187988,0.245166257023811,"walk"
"24c9","2000-01-01T12:00:05",-2.00219106674194,-8.49909687042236,-0.14982382953167,"walk"
"24c9","2000-01-01T12:00:05",-2.79217123985291,-9.97009468078613,-1.52547895908356,"walk"
"24c9","2000-01-01T12:00:05",3.88179898262024,-12.0812482833862,0.299647659063339,"walk"
"24c9","2000-01-01T12:00:05",4.84884357452393,-14.0017175674438,-1.03514647483826,"walk"
"24c9","2000-01-01T12:00:05",-4.97142696380615,-13.388801574707,1.19859063625336,"walk"
"24c9","2000-01-01T12:00:05",-8.90770721435547,-17.4612865447998,0.245166257023811,"walk"
"24c9","2000-01-01T12:00:05",-8.30841255187988,-15.7451219558716,-1.19859063625336,"walk"
"24c9","2000-01-01T12:00:05",-0.844461560249329,-5.52986097335815,2.45166254043579,"walk"
"24c9","2000-01-01T12:00:05",-4.12696552276611,-2.79217123985291,2.12477421760559,"walk"
