@relation data
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class {'cycling','driving','still','walking','bus'}
@data
5.62520360946655,7.04171991348267,6.66034984588623,'cycling'
5.20297288894653,7.3822283744812,6.81017398834229,'cycling'
4.60367774963379,6.48328542709351,6.08829545974731,'cycling'
4.37213182449341,6.04743432998657,6.23811912536621,'cycling'
5.02590847015381,6.83741474151611,6.29260063171387,'cycling'
4.30402994155884,6.26535987854004,6.10191583633423,'cycling'
4.42661285400391,5.69330549240112,6.08829545974731,'cycling'
5.78864765167236,6.19725799560547,7.30050659179688,'cycling'
6.37432289123535,6.49690580368042,7.81807947158813,'cycling'
5.55710172653198,4.00438213348389,6.83741474151611,'cycling'
4.90332508087158,2.96923589706421,7.6273946762085,'cycling'
5.48900032043457,2.5333845615387,7.6273946762085,'cycling'
3.96352124214172,1.17134988307953,7.96790361404419,'cycling'
3.78645658493042,0.708258092403412,7.83169984817505,'cycling'
2.90113401412964,-0.762739479541779,7.72273731231689,'cycling'
2.72406959533691,-0.422230780124664,7.68187618255615,'cycling'
3.02371716499329,-0.190684869885445,7.65463542938232,'cycling'
3.96352124214172,-0.245166257023811,7.92704248428345,'cycling'
5.73416662216187,0.939804017543793,7.79083871841431,'cycling'
4.37213182449341,2.23373699188232,7.08258104324341,'cycling'
6.78293323516846,4.38575220108032,6.9736180305481,'cycling'
5.84312915802002,4.24954843521118,6.56500768661499,'cycling'
5.66606473922729,4.50833511352539,6.42880392074585,'cycling'
5.91123104095459,5.65244436264038,6.60586881637573,'cycling'
6.02019357681274,6.66034984588623,6.55138731002808,'cycling'
4.84884357452393,6.49690580368042,6.71483135223389,'cycling'
4.84884357452393,7.32774686813354,6.79655361175537,'cycling'
4.6717791557312,5.85674953460693,5.76140689849854,'cycling'
4.54919624328613,5.76140689849854,6.10191583633423,'cycling'
6.25173950195312,5.70692586898804,6.66034984588623,'cycling'
6.19725799560547,5.87036991119385,7.76359796524048,'cycling'
7.08258104324341,5.51624059677124,7.6273946762085,'cycling'
5.08038949966431,3.65025329589844,7.89980173110962,'cycling'
6.37432289123535,3.2825038433075,7.70911693572998,'cycling'
3.20078182220459,1.51185858249664,6.81017398834229,'cycling'
4.31765031814575,0.0817220881581306,7.94066286087036,'cycling'
3.6093921661377,-0.299647659063339,7.74997806549072,'cycling'
2.90113401412964,-0.463091820478439,7.25964546203613,'cycling'
3.02371716499329,-0.476712167263031,7.50481176376343,'cycling'
5.78864765167236,1.60720098018646,8.00876426696777,'cycling'
5.55710172653198,3.70473456382751,6.91913652420044,'cycling'
5.13487100601196,3.15992069244385,6.83741474151611,'cycling'
6.55138731002808,5.08038949966431,6.83741474151611,'cycling'
6.67397022247314,6.25173950195312,6.75569248199463,'cycling'
5.66606473922729,6.70121097564697,6.08829545974731,'cycling'
4.78074216842651,6.5786280632019,6.36070251464844,'cycling'
4.19506692886353,6.76931285858154,6.15639734268188,'cycling'
5.31193542480469,6.37432289123535,6.48328542709351,'cycling'
6.14277696609497,6.15639734268188,6.93275690078735,'cycling'
4.54919624328613,5.24383401870728,5.72054624557495,'cycling'
7.49119138717651,5.65244436264038,7.9815239906311,'cycling'
6.85103511810303,5.31193542480469,7.05534029006958,'cycling'
5.13487100601196,2.87389326095581,7.10982131958008,'cycling'
5.55710172653198,2.68320846557617,7.51843214035034,'cycling'
4.68539953231812,1.17134988307953,7.76359796524048,'cycling'
3.96352124214172,0.217925563454628,7.89980173110962,'cycling'
2.95561552047729,-0.0817220881581306,7.36860799789429,'cycling'
2.72406959533691,-0.694637715816498,7.36860799789429,'cycling'
2.91475439071655,-0.612915635108948,7.73635768890381,'cycling'
4.72626066207886,0.136203482747078,7.55929279327393,'cycling'
5.73416662216187,1.15772950649261,7.68187618255615,'cycling'
